ref_id,work_id,ref_index,ref_title,ref_authors,ref_year,ref_doi,ref_type,ref_script,ref_lang_cld3,ref_quality
1830_a10,1830,10,The Ancient Greek and Latin Dependency Treebanks,Bamman; Crane,2011,NA,chapter,Latin,en,anystyle
1830_a11,1830,11,A Complete Formular Analysis of the Homeric Poems,Pavese; Boschetti,2004,NA,book,Latin,en,anystyle
1830_a12,1830,12,Fra metrica e linguistica: per la contestualizzazione di alcune leggi esametriche,Fusi,2004,NA,chapter,Latin,it,anystyle
1830_a13,1830,13,Morphar+: an Arabic morphosyntactic analyzer,Zemirli; Elhadj,2012 2012-08-03,NA,paper-conference,Latin,NA,anystyle
1830_a14,1830,14,Adapting Standard Open-Source Resources To Tagging A Morphologically Rich Language: A Case Study With Arabic,R,2011,NA,paper-conference,Latin,en,anystyle
1831_a1,1831,1,Mallarmé and the Symbolist Drama,Block,1977,NA,book,Latin,NA,anystyle
1831_a2,1831,2,Mallarmé’s Progeny,Caws,1998,NA,chapter,Latin,mg,anystyle
1831_a3,1831,3,"Preserving Transience: Ballet and Modern Dance Archives, Libri",Chaffee,2011,NA,article-journal,Latin,en,anystyle
1831_a4,1831,4,Dance Collections,Couch,1994,NA,chapter,Latin,en,anystyle
1831_a5,1831,5,L’esthétique de Stéphane Mallarmé,Delfel,1951,NA,book,Latin,fr,anystyle
1831_a6,1831,6,Sur les pas de la danse: l’exemple des bibliothèques américaines,Desalme,2007,NA,article-journal,Latin,fr,anystyle
1831_a7,1831,7,Fouille de textes et analyse thématique: techniques prédictive et descriptive pour la gestion et l’analyse de documents textuels non structurés,Forest,2012,NA,book,Latin,fr,anystyle
1831_a8,1831,8,"Fouille de textes: méthodes, outils et applications",Ibekwe-SanJuan,2007,NA,book,Latin,fr,anystyle
1831_a9,1831,9,Securing our Dance Heritage: Issues in the Documentation and Preservation of Dance,Johnson; Fuller Snyder,1999,NA,book,Latin,en,anystyle
1831_a10,1831,10,Redefining the Performing Arts Archive,Jones; Abbott; Ross,2009,NA,article-journal,Latin,en,anystyle
1831_a11,1831,11,"La révolution du langage poétique: l’avant-garde à la fin du XIXe siècle, Lautréamont et Mallarmé",Kristeva,1974,NA,book,Latin,fr,anystyle
1831_a12,1831,12,"Le spectacle vivant en tant qu’objet documentaire et le modèle conceptuel de données des FRBR. In Arts du spectacle: patrimoine et documentation, XXIIIe congrès international, Paris 25-30 septembre 2000",Le Boeuf,2002,NA,NA,Latin,fr,anystyle
1831_a13,1831,13,"Art et archives: une perspective archivistique, Encontros Bibli, édition spéciale",Lemay,2009,NA,NA,Latin,fr,anystyle
1831_a14,1831,14,The Idea of Dance: From Aristotle to Mallarmé,Levinson,1983,NA,chapter,Latin,NA,anystyle
1831_a15,1831,15,"Divagations. Paris: Bibliothèque Charpentier, Eugène Fasquelle",Mallarmé,1897,NA,NA,Latin,fr,anystyle
1831_a16,1831,16,Poésies,Mallarmé,1899,NA,NA,Latin,hu,anystyle
1831_a17,1831,17,Such stuff as dreams are made on”: How Does FRBR Fit Performing Arts,Miller; Le Boeuf,2005,NA,article-journal,Latin,en,anystyle
1831_a18,1831,18,Avant-propos Les artistes contemporains et l’archive,Poinsot,2004,NA,book,Latin,fr,anystyle
1831_a19,1831,19,L’univers imaginaire de Mallarmé,Richard,1961,NA,book,Latin,NA,anystyle
1831_a20,1831,20,Review of Recent Approaches to Growing Dance Legacy,Rowat,2005,NA,book,Latin,en,anystyle
1831_a21,1831,21,Dance Research in Canada,Valaskakis-Tembeck; Odom; Fisher-Stitt,1997,NA,article-journal,Latin,co,anystyle
1831_a22,1831,22,Offensive Moves in Mallarmé: Dancing with des astres,Zachmann,2001,NA,chapter,Latin,en,anystyle
1832_a1,1832,1,The Open Library Internet Archive Bookreader,NA,2013 2014-03,NA,NA,Latin,en,anystyle
1832_a2,1832,2,Distributed Digital Music Archives and Libraries Diva.js github.com/DDMAL/Diva.js,NA,2014 2014-03,NA,NA,Latin,NA,anystyle
1832_a3,1832,3,IIP Image Server,Pillay; Pitzalis,2008 2014-03,NA,NA,Latin,nl,anystyle
1833_a1,1833,1,"Gender, Genre, and Writing Style in Formal Written Texts”",Argamon; Koppel; Fine; Shimoni,2006,NA,article-journal,Latin,en,anystyle
1833_a2,1833,2,Broad Agency Announcement: Active Authentication” DARPA,NA,2012 2012-01-12,NA,article-journal,Latin,en,anystyle
1833_a3,1833,3,Frames of Mind: The Theory of Multiple Intelligences”,Gardner,1983,NA,book,Latin,en,anystyle
1833_a4,1833,4,A Comparative Study of Machine Learning Methods for Authorship Attribution”.Literary and Linguistic Computing,Jockers; Witten,2010,NA,NA,Latin,en,anystyle
1833_a5,1833,5,Authorship Attribution”.Foundations and Trends in Information Retrieval,Juola,2006,NA,NA,Latin,en,anystyle
1833_a6,1833,6,JGAAP 4.0 – A Revised Authorship Attribution Tool”,NA,2009,NA,paper-conference,Latin,en,anystyle
1833_a7,1833,7,"Keyboard Behavior Based Authentication for Security""",NA,2013 2013-06-18,NA,chapter,Latin,en,anystyle
1833_a8,1833,8,Methods in Authorship Attribution”,Koppel; Schler; Argamon,2009,NA,article-journal,Latin,NA,anystyle
1833_a9,1833,9,"Personae, a Corpus for Author and Personality Prediction from",Luyckx; Daelemans,2008,NA,paper-conference,Latin,en,anystyle
1833_a10,1833,10,Multiple Intelligences Theory”,Research; Consulting,NA,NA,NA,Latin,zu,anystyle
1833_a11,1833,11,Differing: Understanding Personality Type”,B; P,1980,NA,book,Latin,NA,anystyle
1833_a12,1833,12,Psychological Profiling Through Textual Analysis”,NA,2013,NA,book,Latin,NA,anystyle
1833_a13,1833,13,Language Use of Depressed and Depression-Vulnerable College Students”.Cognition and Emotion,Rude; Gortner; Pennebaker,2004,NA,NA,Latin,en,anystyle
1833_a14,1833,14,A Survey of Modern Authorship Attribution Methods”,Stamatatos,2009,NA,article-journal,Latin,NA,anystyle
1833_a15,1833,15,"An Efficient User Verification System via Mouse Movements,”Proc",Zheng; Paloski; Wang,2011,NA,chapter,Latin,fr,anystyle
1834_a1,1834,1,"Information Visualization: Challenge for the Humanities, Working Together or Apart: Promoting the Next Generation of Digital Scholarship",Stone,2009 2009-03,NA,NA,Latin,en,anystyle
1834_a2,1834,2,A Description of a Chart of Biography,Priestley,1764,NA,NA,Latin,NA,anystyle
1835_a1,1835,1,Humanities Fall from Favor,Levitz; Belkin,2013-06-06,NA,article-journal,Latin,en,anystyle
1835_a2,1835,2,"As Interest Fades in the Humanities, Colleges Worry",NA,NA,NA,NA,Latin,en,anystyle
1835_a3,1835,3,A1. For an articulate discussion of the falling numbers of humanities concentrators at a leading research university see,NA,2013-10-31,NA,article-journal,Latin,en,anystyle
1835_a4,1835,4,The Teaching of the Arts and Humanities at,NA,NA,NA,NA,Latin,en,anystyle
1835_a5,1835,5,Mapping the Future and the analysis of Anthony Grafton and James Grossman,College,2013,NA,NA,Latin,en,anystyle
1835_a6,1835,6,"The Humanities in Dubious Battle , The Chronicle of Higher",NA,NA,NA,NA,Latin,en,anystyle
1835_a7,1835,7,Contrarian views are offered by,NA,2013-07-01,NA,NA,Latin,en,anystyle
1835_a8,1835,8,"The Humanities, Declining? Not According to the Numbers, The Chronicle of Higher Education",Bérubé,July 1,NA,NA,Latin,en,anystyle
1835_a9,1835,9,"The author’s home institution; its full-time undergraduate population is approximately 15,400",NA,NA,NA,NA,Latin,en,anystyle
1835_a10,1835,10,Opening up Digital Humanities Education,Spiro,NA,NA,chapter,Latin,NA,anystyle
1835_a11,1835,11,"Simon Mahony and Elena Pierazzo, Teaching Skills or",NA,NA,NA,NA,Latin,NA,anystyle
1835_a12,1835,12,Teaching Methodology?,NA,NA,NA,chapter,Latin,NA,anystyle
1835_a13,1835,13,"Pedagogy: Practices, Principles and Politics",NA,2012,NA,NA,Latin,NA,anystyle
1835_a14,1835,14,"See, for example, the informal survey of Tanya Clement",NA,NA,NA,NA,Latin,en,anystyle
1835_a15,1835,15,Multiliteracies in the Undergraduate Digital Humanities,NA,NA,NA,NA,Latin,af,anystyle
1835_a16,1835,16,Davis discuss the challenges of digital humanities education in liberal arts schools and the resource limitations in Should Liberal Arts Campuses,Alexander; Frost,NA,NA,NA,Latin,en,anystyle
1835_a17,1835,17,Debates in the,Matthew K. Gold,NA,NA,NA,Latin,NA,anystyle
1835_a18,1835,18,Digital Humanities,NA,2012,NA,NA,Latin,NA,anystyle
1835_a19,1835,19,Multiliteracies in the Undergraduate,Clement,NA,NA,NA,Latin,la,anystyle
1835_a20,1835,20,Digital Humanities Curriculum,NA,NA,NA,NA,Latin,NA,anystyle
1835_a21,1835,21,Digital Humanities and the ‘Ugly,Waltzer,NA,NA,NA,Latin,en,anystyle
1835_a22,1835,22,The Role of Teaching and Learning in the Digital Humanities,NA,NA,NA,chapter,Latin,en,anystyle
1835_a23,1835,23,Humanities and Academic Change,NA,NA,NA,book,Latin,xh,anystyle
1835_a24,1835,24,Digital Humanities Pedagogy. Attempts have been made to identify the learning outcomes of digital humanities courses,NA,NA,NA,report,Latin,en,anystyle
1835_a25,1835,25,"The role and necessity of coding skills in digital humanities program has been a subject of recent discussion, see",NA,NA,NA,NA,Latin,en,anystyle
1835_a26,1835,26,Interchange: The Promise of Digital History,NA,2008-09,NA,article-journal,Latin,NA,anystyle
1835_a27,1835,27,Multiliteracies in the Undergraduate,Clement,NA,NA,NA,Latin,la,anystyle
1835_a28,1835,28,Digital Humanities Curriculum,NA,NA,NA,book,Latin,NA,anystyle
1835_a29,1835,29,Programming with Humanists: Reflections on Raising an Army of Hacker-Scholars in the Digital Humanities,NA,NA,NA,NA,Latin,en,anystyle
1835_a30,1835,30,Multiliteracies in the Undergraduate,Clement,NA,NA,NA,Latin,la,anystyle
1835_a31,1835,31,Digital Humanities Curriculum,NA,NA,NA,report,Latin,NA,anystyle
1835_a32,1835,32,"United Kingdom by a panel of higher education administrators and faculty defined “information literacy” as “activities such as search, retrieval and critical evaluation information from a range of sources, and also its responsible use form the point of view of attribution",NA,NA,NA,NA,Latin,en,anystyle
1835_a33,1835,33,The Literature on,Williams; Rowlands,NA,NA,NA,Latin,en,anystyle
1835_a34,1835,34,"Young People and their Information Behaviour, work package",NA,NA,NA,NA,Latin,en,anystyle
1835_a35,1835,35,"further, suggesting that the very process of web interaction and the structure of its information negatively affects users",NA,NA,NA,NA,Latin,en,anystyle
1835_a36,1835,36,Is Google Making us Stupid? What the Internet is Doing to Our Brains,Carr,NA,NA,NA,Latin,en,anystyle
1835_a37,1835,37,Cohen and Roy Rosenzweig examine historical accuracy on the web in Web of Lies? Historical Knowledge on the Internet,NA,NA,NA,NA,Latin,en,anystyle
1835_a38,1835,38,The Dumbest Generation: How the Digital Age Stupifies Young,NA,NA,NA,NA,Latin,en,anystyle
1835_a39,1835,39,"National Endowment for the Arts, Reading at Risk: A Survey of Literary Reading in America",NA,2004,NA,report,Latin,en,anystyle
1835_a40,1835,40,A Pedagogy of Multiliteracies,Group,NA,NA,NA,Latin,NA,anystyle
1835_a41,1835,41,Designing Social Futures,NA,NA,NA,article-journal,Latin,la,anystyle
1835_a42,1835,42,Multiliteracies in the Undergraduate,Clement,NA,NA,NA,Latin,la,anystyle
1835_a43,1835,43,Higher Education in a Web 2.0 World,NA,NA,NA,NA,Latin,en,anystyle
1835_a44,1835,44,Multiliteracies in the Undergraduate,Clement,NA,NA,NA,Latin,la,anystyle
1835_a45,1835,45,"The program also prompts students to reflect on the use of large-scale historical data, issues that have been explored by William Thomas III, Computing and the Historical",NA,NA,NA,NA,Latin,en,anystyle
1835_a46,1835,46,"A Companion to Digital Humanities,(Oxford for a discussion of the future digital needs of historians. Frederick Gibbs and Trevor Owens also suggest that the availability of “big data",NA,2004,NA,NA,Latin,en,anystyle
1835_a47,1835,47,Julianne Nyhan and others have recently compiled differing perspectives on the digital humanities in Defining Digital Humanities: a Reader,Terras,NA,NA,NA,Latin,en,anystyle
1835_a48,1835,48,Undergraduate programs can be capacity building by attracting resources to digital humanities,NA,NA,NA,NA,Latin,en,anystyle
1835_a49,1835,49,Specialize or Risk Losing Funding,Bradshaw,NA,NA,NA,Latin,en,anystyle
1835_a50,1835,50,"Ontario tells Universities and Colleges , The Globe and Mail",NA,NA,NA,NA,Latin,en,anystyle
1835_a51,1835,51,Jisc has sponsored projects considering the linkages between digital literacy and employment through the Developing Digital Literacies,United Kingdom,NA,NA,NA,Latin,en,anystyle
1835_a52,1835,52,Examples include the University of Greenwich,NA,NA,NA,NA,Latin,en,anystyle
1835_a53,1835,53,"Digital Literacy in Higher Education Project, and the Digitally",NA,NA,NA,NA,Latin,en,anystyle
1835_a54,1835,54,Ready project at the,NA,NA,NA,book,Latin,en,anystyle
1835_a55,1835,55,The recent Gallup-Lumina survey reported that 90% of respondents among the general public believed that the,NA,NA,NA,NA,Latin,en,anystyle
1835_a56,1835,56,candidates college or university major” was either “somewhat” or “very important” to hiring decisions. Only 70% of “business leaders” who were asked responded similarly,NA,2013,NA,article-journal,Latin,en,anystyle
1835_a57,1835,57,Study of the American Public’s Opinion on Higher Education and U.S,NA,NA,NA,book,Latin,en,anystyle
1835_a58,1835,58,Andrew McAfee and Erik Brynjolfsson,NA,NA,NA,book,Latin,NA,anystyle
1835_a59,1835,59,Why ‘Big Data’ is a Big,Shaw,2012,NA,NA,Latin,NA,anystyle
1835_a60,1835,60,Information Science Promises to Change the World,NA,NA,NA,NA,Latin,en,anystyle
1835_a61,1835,61,Data Science: The Numbers of Our Lives,NA,NA,NA,NA,Latin,en,anystyle
1835_a62,1835,62,Thomas Davenport and D.J,NA,2013-04-11,NA,article-journal,Latin,NA,anystyle
1835_a63,1835,63,Scientist: the Sexiest Job of the 21st Century,NA,NA,NA,NA,Latin,en,anystyle
1835_a64,1835,64,New Silicon Valley Fund to Back Big Data Start-Ups,NA,NA,NA,NA,Latin,en,anystyle
1835_a65,1835,65,Science: The Numbers of Our Lives,NA,NA,NA,book,Latin,en,anystyle
1835_a66,1835,66,of business leaders surveyed in 2014 reported that internships or practical experience would “best prepare graduates for success in the workforce,NA,NA,NA,NA,Latin,en,anystyle
1835_a67,1835,67,For discussion of such “participatory,Study,NA,NA,NA,Latin,en,anystyle
1835_a68,1835,68,Liberal Arts Campuses,Davis,NA,NA,NA,Latin,NA,anystyle
1835_a69,1835,69,Opening Up Digital Humanities Pedagogy,NA,NA,NA,NA,Latin,NA,anystyle
1835_a70,1835,70,Davidson has called for a “core curriculum to create engaged entrepreneurs,NA,NA,NA,NA,Latin,en,anystyle
1835_a71,1835,71,"Skills may also, without use, atrophy unlike patterns of critical thinking, see Mahony and Pierazzo, Teaching Skills or",NA,NA,NA,NA,Latin,en,anystyle
1835_a72,1835,72,Learning Literacies in a Digital Age,NA,September 7,NA,NA,Latin,en,anystyle
1836_a1,1836,1,"Scholarly Primitives: what methods do humanities researchers have in common, and how might our tools reflect this?",Unsworth,2000 2000-05-13,NA,chapter,Latin,en,anystyle
1836_a2,1836,2,A data structure for representing multi-version texts online,Schmidt; Colomb,2009,NA,article-journal,Latin,en,anystyle
1836_a3,1836,3,’Armadillos of Invention’: A Census of Mechanical Collators,Smith,2002,NA,article-journal,Latin,en,anystyle
1836_a4,1836,4,Cream R.“Sapheos Project”,NA,NA,NA,book,Latin,NA,anystyle
1836_a5,1836,5,Collation in Scholarly Editing: An Introduction,Raabe,NA,NA,NA,Latin,en,anystyle
1836_a6,1836,6,Distinctive image features from scale-invariant keypoints,Lowe,2004 2004-11,NA,article-journal,Latin,en,anystyle
1836_a7,1836,7,What Humanists Want: How Scholars use Primary Source Documents,Audenaert; Furuta,2010,NA,paper-conference,Latin,en,anystyle
1836_a8,1836,8,An efficient framework for searching text in noisy document images,Yalniz; Manmatha,NA,NA,paper-conference,Latin,en,anystyle
1836_a9,1836,9,"Collation, textual criticism, publication, and the computer",Robinson,1994 2011-12-16,NA,article-journal,Latin,en,anystyle
1836_a10,1836,10,R.”CritSpace: a workspace for critical engagement within cultural heritage digital libraries,Audenaert; Lucchese,NA,NA,paper-conference,Latin,en,anystyle
1836_a11,1836,11,CritSpace: An interactive visual interface to digital collections of cultural heritage material,Audenaert,NA,NA,NA,Latin,en,anystyle
1836_a12,1836,12,Spatial hypertext and the practice of information triage,Marshall; Shipman,1997 1997,NA,paper-conference,Latin,en,anystyle
1836_a13,1836,13,Machine Learning for high-speed corner detection,E.; T,2006 2006-05,NA,paper-conference,Latin,en,anystyle
1838_a1,1838,1,TEI P5: Guidelines for Electronic Text Encoding and Interchange,NA,2007,NA,NA,Latin,en,anystyle
1838_a2,1838,2,User Manual Oxygen XML Author 14. URL: www.oxygenxml.com/doc/ug-editor/ eXist Main Documentation,NA,NA,NA,NA,Latin,NA,anystyle
1838_a3,1838,3,Martin: Digitale Arbeitsumgebung für das Editionsvorhaben »Schleiermacher in Berlin 1808—1834 In: di giversity — Webmagazin für Informationstechnologie in den Geisteswissenschaften,Dumont,NA,url:,NA,Latin,de,anystyle
1839_a1,1839,1,The procedural aspects of this project were published in Dylla Rome Reborn 2.0: A Case Study of Virtual City Reconstruction Using Procedural Modeling Techniques,Rome Reborn Project; Kimberly,2010 2010,NA,paper-conference,Latin,en,anystyle
1839_a2,1839,2,Some recent cultural heritage projects make use of parametric tools such as Building Information Modeling (BIM,NA,NA,NA,article-journal,Latin,en,anystyle
1839_a3,1839,3,"Mueller’s (unpublished) dissertation and Parthenon rule, which is distributed as an example with CityEngine software, were indispensable in my efforts to master CGA shape grammar. However, his work was oriented to the field of computer science and restricted to peripteral temples of the Doric order. The rules I present here are entirely my own work, as a full restructuring and rewriting of the code, with the addition of much new material, was necessary to implement a wider agenda geared toward an architectural audience Procedural Modeling of Buildings”",NA,2006 2006,NA,chapter,Latin,en,anystyle
1839_a4,1839,4,"This work was undertaken as part of the RomeLab project, an offshoot of the UCLA Experiential Technologies Center. The Unity models are playable at romelab.etc.ucla.edu/. RomeLab investigates the Roman Forum of ca.186 BC, some 500 years before the period represented by Rome Reborn, therefore the procedural content of RomeLab is entirely new",NA,NA,NA,NA,Latin,en,anystyle
